,SAMPLE_TIMESTAMP
446100,2021_05_10 09_50_43
446220,2021_05_10 09_52_43
446280,2021_05_10 09_53_43
446340,2021_05_10 09_54_43
446400,2021_05_10 09_55_43
446460,2021_05_10 09_56_43
446520,2021_05_10 09_57_43
446580,2021_05_10 09_59_12
446700,2021_05_10 10_01_12
446760,2021_05_10 10_02_12
446880,2021_05_10 10_04_12
446940,2021_05_10 10_05_12
447000,2021_05_10 10_06_12
447060,2021_05_10 10_07_12
447120,2021_05_10 10_08_12
447180,2021_05_10 10_09_12
447240,2021_05_10 10_10_12
447300,2021_05_10 10_11_12
447360,2021_05_10 10_12_12
447420,2021_05_10 10_13_12
447480,2021_05_10 10_14_12
447540,2021_05_10 10_15_12
447660,2021_05_10 10_17_12
447720,2021_05_10 10_18_12
447840,2021_05_10 10_20_41
447900,2021_05_10 10_21_41
447960,2021_05_10 10_22_41
448020,2021_05_10 10_23_41
448080,2021_05_10 10_24_41
448140,2021_05_10 10_25_41
448200,2021_05_10 10_26_41
448320,2021_05_10 10_28_41
448380,2021_05_10 10_29_41
448440,2021_05_10 10_30_41
448500,2021_05_10 10_31_41
448560,2021_05_10 10_32_41
448620,2021_05_10 10_33_41
448680,2021_05_10 10_34_41
448740,2021_05_10 10_35_41
448800,2021_05_10 10_36_41
448860,2021_05_10 10_37_41
448920,2021_05_10 10_38_41
448980,2021_05_10 10_40_39
449040,2021_05_10 10_41_39
449100,2021_05_10 10_42_39
449160,2021_05_10 10_43_39
449220,2021_05_10 10_44_39
449280,2021_05_10 10_45_39
449340,2021_05_10 10_46_39
449400,2021_05_10 10_47_39
449460,2021_05_10 10_48_39
449520,2021_05_10 10_49_39
449580,2021_05_10 10_50_39
449640,2021_05_10 10_51_39
449700,2021_05_10 10_52_39
449820,2021_05_10 10_54_39
449880,2021_05_10 10_55_39
449940,2021_05_10 10_56_39
450000,2021_05_10 10_57_39
450060,2021_05_10 10_58_39
450120,2021_05_10 10_59_39
450180,2021_05_10 11_00_39
450240,2021_05_10 11_01_39
450300,2021_05_10 11_02_39
450360,2021_05_10 11_03_39
450420,2021_05_10 11_04_39
450480,2021_05_10 11_05_39
450540,2021_05_10 11_07_08
450600,2021_05_10 11_08_08
450660,2021_05_10 11_09_08
450720,2021_05_10 11_10_08
450780,2021_05_10 11_11_08
450840,2021_05_10 11_12_08
450900,2021_05_10 11_13_08
450960,2021_05_10 11_14_08
451020,2021_05_10 11_15_08
451080,2021_05_10 11_16_37
451140,2021_05_10 11_17_37
451200,2021_05_10 11_18_37
451260,2021_05_10 11_19_37
451320,2021_05_10 11_21_35
451380,2021_05_10 11_22_35
451440,2021_05_10 11_23_35
451560,2021_05_10 11_25_35
451620,2021_05_10 11_26_35
451740,2021_05_10 11_28_35
451800,2021_05_10 11_30_34
451860,2021_05_10 11_31_34
451920,2021_05_10 11_32_34
451980,2021_05_10 11_33_34
452040,2021_05_10 11_34_34
452100,2021_05_10 11_35_34
452160,2021_05_10 11_36_34
452220,2021_05_10 11_37_34
452280,2021_05_10 11_38_34
452340,2021_05_10 11_39_34
452400,2021_05_10 11_40_34
452460,2021_05_10 11_41_34
452520,2021_05_10 11_42_34
452580,2021_05_10 11_43_34
452640,2021_05_10 11_44_34
452700,2021_05_10 11_45_34
452760,2021_05_10 11_46_34
452820,2021_05_10 11_47_34
452880,2021_05_10 11_48_34
452940,2021_05_10 11_50_03
453000,2021_05_10 11_51_32
453060,2021_05_10 11_52_32
453120,2021_05_10 11_53_32
453180,2021_05_10 11_54_32
453240,2021_05_10 11_55_32
453300,2021_05_10 11_56_32
453360,2021_05_10 11_57_32
453420,2021_05_10 11_58_32
453480,2021_05_10 11_59_32
453540,2021_05_10 12_00_32
453600,2021_05_10 12_01_32
453660,2021_05_10 12_02_32
453720,2021_05_10 12_03_35
453780,2021_05_10 12_04_35
453840,2021_05_10 12_05_35
453900,2021_05_10 12_06_35
453960,2021_05_10 12_07_35
454080,2021_05_10 12_09_35
454140,2021_05_10 12_10_35
454200,2021_05_10 12_11_35
454260,2021_05_10 12_12_35
454320,2021_05_10 12_13_35
454380,2021_05_10 12_15_04
454440,2021_05_10 12_16_04
454560,2021_05_10 12_18_04
454620,2021_05_10 12_19_04
454680,2021_05_10 12_20_33
454740,2021_05_10 12_21_33
454800,2021_05_10 12_22_33
454860,2021_05_10 12_23_33
454920,2021_05_10 12_25_02
454980,2021_05_10 12_26_31
455040,2021_05_10 12_27_31
455160,2021_05_10 12_29_31
455220,2021_05_10 12_30_31
455280,2021_05_10 12_31_31
455340,2021_05_10 12_32_31
455400,2021_05_10 12_33_31
455460,2021_05_10 12_34_31
455520,2021_05_10 12_35_31
455580,2021_05_10 12_36_31
455640,2021_05_10 12_37_31
455700,2021_05_10 12_38_31
455760,2021_05_10 12_39_31
455820,2021_05_10 12_40_31
455880,2021_05_10 12_41_34
455940,2021_05_10 12_43_03
456000,2021_05_10 12_44_03
456060,2021_05_10 12_45_32
456120,2021_05_10 12_46_32
456180,2021_05_10 12_47_32
456240,2021_05_10 12_48_32
456300,2021_05_10 12_49_32
456360,2021_05_10 12_50_32
456420,2021_05_10 12_51_32
456600,2021_05_10 12_54_33
456660,2021_05_10 12_55_33
456780,2021_05_10 12_57_33
456840,2021_05_10 12_58_33
456960,2021_05_10 13_00_33
457020,2021_05_10 13_01_33
457080,2021_05_10 13_02_33
457140,2021_05_10 13_03_33
457200,2021_05_10 13_04_33
457260,2021_05_10 13_05_33
457320,2021_05_10 13_06_33
457380,2021_05_10 13_07_33
457440,2021_05_10 13_08_33
457500,2021_05_10 13_09_33
457560,2021_05_10 13_10_33
457620,2021_05_10 13_11_33
457680,2021_05_10 13_12_33
457740,2021_05_10 13_13_33
457800,2021_05_10 13_14_33
457860,2021_05_10 13_15_33
457920,2021_05_10 13_16_33
457980,2021_05_10 13_17_33
458040,2021_05_10 13_18_33
458100,2021_05_10 13_19_33
458160,2021_05_10 13_20_33
458220,2021_05_10 13_21_33
458280,2021_05_10 13_22_33
458340,2021_05_10 13_23_33
458400,2021_05_10 13_24_33
458460,2021_05_10 13_25_33
458520,2021_05_10 13_26_33
458580,2021_05_10 13_27_33
458640,2021_05_10 13_29_02
458700,2021_05_10 13_30_02
458760,2021_05_10 13_31_02
458820,2021_05_10 13_32_02
458880,2021_05_10 13_33_02
459000,2021_05_10 13_35_06
459060,2021_05_10 13_36_06
459120,2021_05_10 13_37_06
459180,2021_05_10 13_38_06
459240,2021_05_10 13_39_06
459300,2021_05_10 13_40_06
459420,2021_05_10 13_42_35
459480,2021_05_10 13_43_35
459540,2021_05_10 13_44_35
459600,2021_05_10 13_46_04
459660,2021_05_10 13_47_04
459720,2021_05_10 13_48_33
459780,2021_05_10 13_49_33
459840,2021_05_10 13_51_02
459900,2021_05_10 13_52_02
459960,2021_05_10 13_53_02
460020,2021_05_10 13_54_02
460080,2021_05_10 13_55_02
460140,2021_05_10 13_56_02
460200,2021_05_10 13_57_02
460260,2021_05_10 13_58_02
460320,2021_05_10 13_59_02
460380,2021_05_10 14_00_31
460500,2021_05_10 14_02_31
460560,2021_05_10 14_03_31
460620,2021_05_10 14_04_31
460680,2021_05_10 14_05_31
460800,2021_05_10 14_08_00
460920,2021_05_10 14_10_29
460980,2021_05_10 14_11_29
461040,2021_05_10 14_12_29
461100,2021_05_10 14_13_29
461160,2021_05_10 14_14_29
461220,2021_05_10 14_15_29
461280,2021_05_10 14_16_29
461340,2021_05_10 14_17_29
461400,2021_05_10 14_18_29
461460,2021_05_10 14_19_29
461520,2021_05_10 14_20_29
461580,2021_05_10 14_21_29
461640,2021_05_10 14_22_29
461700,2021_05_10 14_23_29
461760,2021_05_10 14_24_29
461820,2021_05_10 14_25_29
461880,2021_05_10 15_48_58
461940,2021_05_10 15_49_58
462000,2021_05_10 15_50_58
462060,2021_05_10 15_51_58
462180,2021_05_10 15_54_27
462240,2021_05_10 15_55_27
462300,2021_05_10 15_56_27
462360,2021_05_10 15_57_27
462420,2021_05_10 15_58_27
462480,2021_05_10 15_59_27
462540,2021_05_10 16_06_01
462600,2021_05_10 16_07_01
462720,2021_05_10 16_09_30
462780,2021_05_10 16_10_30
462900,2021_05_10 16_12_59
462960,2021_05_10 16_13_59
463020,2021_05_10 16_14_59
463080,2021_05_10 16_15_59
463140,2021_05_10 16_16_59
463200,2021_05_10 16_17_59
463260,2021_05_10 16_18_59
463320,2021_05_10 16_19_59
463380,2021_05_10 16_20_59
463440,2021_05_10 16_21_59
463500,2021_05_10 16_22_59
463560,2021_05_10 16_23_59
463620,2021_05_10 16_24_59
463680,2021_05_10 16_25_59
463740,2021_05_10 16_26_59
463800,2021_05_10 16_27_59
463860,2021_05_10 16_28_59
463920,2021_05_10 16_29_59
463980,2021_05_10 16_30_59
464040,2021_05_10 16_31_59
464100,2021_05_10 16_32_59
464160,2021_05_10 16_33_59
464220,2021_05_10 16_34_59
464280,2021_05_10 16_35_59
464340,2021_05_10 16_36_59
464400,2021_05_10 16_37_59
464460,2021_05_10 16_38_59
464520,2021_05_10 16_39_59
464580,2021_05_10 16_40_59
464640,2021_05_10 16_41_59
464700,2021_05_10 16_42_59
464760,2021_05_10 16_43_59
464820,2021_05_10 16_44_59
464880,2021_05_10 16_45_59
464940,2021_05_10 16_47_28
465000,2021_05_10 16_48_28
465060,2021_05_10 16_49_57
465120,2021_05_10 16_50_57
465180,2021_05_10 16_52_26
465240,2021_05_10 16_53_26
465300,2021_05_10 16_54_26
465420,2021_05_10 16_56_26
465480,2021_05_10 16_57_26
465540,2021_05_10 16_58_26
465600,2021_05_10 16_59_26
465660,2021_05_10 17_00_26
465720,2021_05_10 17_01_26
465780,2021_05_10 17_02_26
465840,2021_05_10 17_03_26
465900,2021_05_10 17_04_26
465960,2021_05_10 17_05_26
466020,2021_05_10 17_06_26
466080,2021_05_10 17_07_26
466140,2021_05_10 17_08_26
466200,2021_05_10 17_09_26
466260,2021_05_10 17_10_26
466380,2021_05_10 17_12_26
466440,2021_05_10 17_13_26
466500,2021_05_10 17_14_26
466560,2021_05_10 17_15_55
466620,2021_05_10 17_17_24
466680,2021_05_10 17_18_24
466740,2021_05_10 17_19_24
466800,2021_05_10 17_20_53
466860,2021_05_10 17_21_53
466920,2021_05_10 17_22_53
466980,2021_05_10 17_23_53
467040,2021_05_10 17_24_53
467100,2021_05_10 17_25_53
467220,2021_05_10 17_28_52
467280,2021_05_10 17_29_52
467400,2021_05_10 17_31_52
467460,2021_05_10 17_32_52
467580,2021_05_10 17_34_52
467640,2021_05_10 17_35_52
467760,2021_05_10 17_37_52
467820,2021_05_10 17_38_52
467880,2021_05_10 17_39_52
467940,2021_05_10 17_40_52
468000,2021_05_10 17_41_52
468060,2021_05_10 17_42_52
468180,2021_05_10 17_44_52
468240,2021_05_10 17_45_52
468300,2021_05_10 17_46_52
468360,2021_05_10 17_47_52
468420,2021_05_10 17_48_52
468480,2021_05_10 17_49_52
468540,2021_05_10 17_50_52
468600,2021_05_10 17_51_52
468660,2021_05_10 17_52_52
468720,2021_05_10 17_53_52
468780,2021_05_10 17_54_52
468840,2021_05_10 17_55_52
468900,2021_05_10 17_56_52
468960,2021_05_10 17_58_49
469020,2021_05_10 17_59_49
469080,2021_05_10 18_00_49
469140,2021_05_10 18_01_49
469200,2021_05_10 18_02_49
469260,2021_05_10 18_03_49
469320,2021_05_10 18_04_49
469380,2021_05_10 18_06_18
469440,2021_05_10 18_07_18
469500,2021_05_10 18_08_18
469560,2021_05_10 18_09_18
469620,2021_05_10 18_10_18
469680,2021_05_10 18_11_18
469740,2021_05_10 18_12_18
469800,2021_05_10 18_13_18
469860,2021_05_10 18_14_18
469920,2021_05_10 18_15_18
470040,2021_05_10 18_17_18
470100,2021_05_10 18_18_18
470160,2021_05_10 18_19_18
470220,2021_05_10 18_20_18
470280,2021_05_10 18_21_18
470340,2021_05_10 18_22_47
470400,2021_05_10 18_23_47
470460,2021_05_10 18_24_47
470520,2021_05_10 18_25_47
470580,2021_05_10 18_27_16
470640,2021_05_10 18_28_16
470700,2021_05_10 18_29_45
470760,2021_05_10 18_30_45
470820,2021_05_10 18_31_45
470880,2021_05_10 18_32_45
470940,2021_05_10 18_33_45
471000,2021_05_10 18_34_45
471060,2021_05_10 18_35_45
471120,2021_05_10 18_36_45
471240,2021_05_10 18_38_47
471300,2021_05_10 18_39_47
471360,2021_05_10 18_40_47
471420,2021_05_10 18_42_16
471480,2021_05_10 18_43_16
471540,2021_05_10 18_44_16
471600,2021_05_10 18_45_16
471660,2021_05_10 18_46_16
471720,2021_05_10 18_47_16
471780,2021_05_10 18_48_16
471840,2021_05_10 18_49_45
471900,2021_05_10 18_50_45
471960,2021_05_10 18_51_45
472020,2021_05_10 18_52_45
472080,2021_05_10 18_53_45
472140,2021_05_10 18_55_14
472200,2021_05_10 18_56_14
472260,2021_05_10 18_57_43
472440,2021_05_10 19_01_12
472500,2021_05_10 19_02_12
472560,2021_05_10 19_03_41
472620,2021_05_10 19_04_41
472680,2021_05_10 19_05_41
472740,2021_05_10 19_06_41
472800,2021_05_10 19_07_41
472860,2021_05_10 19_09_10
472920,2021_05_10 19_10_10
472980,2021_05_10 19_11_10
473040,2021_05_10 19_12_10
473100,2021_05_10 19_13_10
473160,2021_05_10 19_14_10
473220,2021_05_10 19_15_10
473280,2021_05_10 19_16_10
473340,2021_05_10 19_17_39
473400,2021_05_10 19_18_39
473460,2021_05_10 19_19_39
473520,2021_05_10 19_20_39
473580,2021_05_10 19_21_39
473700,2021_05_10 19_24_08
473760,2021_05_10 19_25_08
473820,2021_05_10 19_26_08
473880,2021_05_10 19_27_08
473940,2021_05_10 19_28_37
474000,2021_05_10 19_29_37
474060,2021_05_10 19_30_37
474120,2021_05_10 19_31_37
474180,2021_05_10 19_32_37
474240,2021_05_10 19_34_06
474300,2021_05_10 19_35_35
474360,2021_05_10 19_36_35
474420,2021_05_10 19_38_04
474540,2021_05_10 19_40_04
474600,2021_05_10 19_41_04
474660,2021_05_10 19_42_33
474720,2021_05_10 19_43_33
474780,2021_05_10 19_44_33
474840,2021_05_10 19_46_02
474900,2021_05_10 19_47_02
474960,2021_05_10 19_48_02
475020,2021_05_10 19_49_02
475080,2021_05_10 19_50_02
475140,2021_05_10 19_51_02
475200,2021_05_10 19_52_02
475260,2021_05_10 19_53_02
475320,2021_05_10 19_54_02
475380,2021_05_10 19_55_02
475440,2021_05_10 19_56_02
475500,2021_05_10 19_57_02
475560,2021_05_10 19_58_02
475620,2021_05_10 19_59_02
475680,2021_05_10 20_00_31
475740,2021_05_10 20_01_31
475800,2021_05_10 20_02_31
475860,2021_05_10 20_03_31
475920,2021_05_10 20_04_31
475980,2021_05_10 20_05_31
476040,2021_05_10 20_06_31
476100,2021_05_10 20_07_31
476160,2021_05_10 20_08_31
476220,2021_05_10 20_09_31
476280,2021_05_10 20_10_31
476340,2021_05_10 20_11_31
476400,2021_05_10 20_12_31
476460,2021_05_10 20_13_31
476580,2021_05_10 20_15_31
476640,2021_05_10 20_16_34
476700,2021_05_10 20_17_34
476820,2021_05_10 20_20_03
476880,2021_05_10 20_21_03
476940,2021_05_10 20_22_32
477000,2021_05_10 20_23_32
477060,2021_05_10 20_24_32
477120,2021_05_10 20_25_32
477180,2021_05_10 20_26_32
477240,2021_05_10 20_27_32
477300,2021_05_10 20_29_01
477420,2021_05_10 20_31_30
477480,2021_05_10 20_32_30
477540,2021_05_10 20_33_30
477600,2021_05_10 20_34_30
477660,2021_05_10 20_35_30
477720,2021_05_10 20_36_30
477780,2021_05_10 20_37_59
477840,2021_05_10 20_38_59
477900,2021_05_10 20_39_59
477960,2021_05_10 20_40_59
478020,2021_05_10 20_41_59
478080,2021_05_10 20_42_59
478140,2021_05_10 20_43_59
478200,2021_05_10 20_44_59
478260,2021_05_10 20_45_59
478320,2021_05_10 20_46_59
478380,2021_05_10 20_47_59
478440,2021_05_10 20_48_59
478500,2021_05_10 20_49_59
478560,2021_05_10 20_50_59
478620,2021_05_10 20_52_58
478680,2021_05_10 20_53_58
478740,2021_05_10 20_54_58
478800,2021_05_10 20_55_58
478860,2021_05_10 20_56_58
478980,2021_05_10 20_59_27
479160,2021_05_10 21_02_27
479220,2021_05_10 21_03_27
479280,2021_05_10 21_04_27
479340,2021_05_10 21_05_27
479460,2021_05_10 21_07_28
479520,2021_05_10 21_08_28
479580,2021_05_10 21_09_28
479640,2021_05_10 21_10_28
479700,2021_05_10 21_11_28
479760,2021_05_10 21_12_28
479820,2021_05_10 21_13_57
479880,2021_05_10 21_14_57
479940,2021_05_10 21_15_57
480000,2021_05_10 21_16_57
480060,2021_05_10 21_17_57
480120,2021_05_10 21_18_57
480180,2021_05_10 21_20_26
480240,2021_05_10 21_21_26
480300,2021_05_10 21_22_26
480360,2021_05_10 21_23_26
480420,2021_05_10 21_24_26
480480,2021_05_10 21_25_26
480540,2021_05_10 21_26_26
480600,2021_05_10 21_27_26
480660,2021_05_10 21_28_26
480780,2021_05_10 21_30_55
480840,2021_05_10 21_31_55
480900,2021_05_10 21_32_55
480960,2021_05_10 21_33_55
481020,2021_05_10 21_34_55
481080,2021_05_10 21_35_55
481140,2021_05_10 21_36_55
481200,2021_05_10 21_37_55
481260,2021_05_10 21_38_55
481320,2021_05_10 21_39_55
481380,2021_05_10 21_40_55
481440,2021_05_10 21_41_55
481500,2021_05_10 21_42_55
481560,2021_05_10 21_43_55
481620,2021_05_10 21_44_55
481680,2021_05_10 21_46_24
481740,2021_05_10 21_47_24
481800,2021_05_10 21_49_23
481860,2021_05_10 21_50_23
481980,2021_05_10 21_52_23
482040,2021_05_10 21_53_23
482100,2021_05_10 21_54_23
482160,2021_05_10 21_55_23
482220,2021_05_10 21_56_23
482280,2021_05_10 21_57_23
482340,2021_05_10 21_58_23
482400,2021_05_10 21_59_23
482460,2021_05_10 22_00_23
482520,2021_05_10 22_01_23
482580,2021_05_10 22_02_23
482640,2021_05_10 22_03_52
482700,2021_05_10 22_04_52
482820,2021_05_10 22_06_52
482880,2021_05_10 22_07_52
483000,2021_05_10 22_09_52
483060,2021_05_10 22_10_52
483120,2021_05_10 22_11_52
483180,2021_05_10 22_12_52
483240,2021_05_10 22_13_52
483300,2021_05_10 22_14_52
483360,2021_05_10 22_15_52
483420,2021_05_10 22_16_52
483480,2021_05_10 22_17_52
483540,2021_05_10 22_18_52
483600,2021_05_10 22_19_52
483660,2021_05_10 22_21_21
483720,2021_05_10 22_22_21
483780,2021_05_10 22_23_21
483840,2021_05_10 22_24_21
483900,2021_05_10 22_25_21
483960,2021_05_10 22_26_21
484020,2021_05_10 22_27_21
484080,2021_05_10 22_28_21
484140,2021_05_10 22_29_21
484200,2021_05_10 22_30_21
484260,2021_05_10 22_31_21
484320,2021_05_10 22_32_21
484380,2021_05_10 22_33_25
484440,2021_05_10 22_34_25
484500,2021_05_10 22_35_25
484560,2021_05_10 22_36_25
484620,2021_05_10 22_37_25
484680,2021_05_10 22_38_25
484740,2021_05_10 22_39_25
484800,2021_05_10 22_40_25
484920,2021_05_10 22_42_25
484980,2021_05_10 22_43_25
485100,2021_05_10 22_45_25
485160,2021_05_10 22_46_25
485280,2021_05_10 22_48_25
485340,2021_05_10 22_49_25
485400,2021_05_10 22_50_25
485460,2021_05_10 22_51_25
485520,2021_05_10 22_52_25
485580,2021_05_10 22_53_25
485640,2021_05_10 22_54_25
485700,2021_05_10 22_55_25
485760,2021_05_10 22_56_25
485820,2021_05_10 22_57_25
485880,2021_05_10 22_58_25
485940,2021_05_10 22_59_25
486000,2021_05_10 23_00_54
486060,2021_05_10 23_01_54
486120,2021_05_10 23_02_54
486180,2021_05_10 23_04_23
486240,2021_05_10 23_05_23
486300,2021_05_10 23_06_23
486360,2021_05_10 23_07_23
486420,2021_05_10 23_08_23
486480,2021_05_10 23_09_52
486540,2021_05_10 23_10_52
486600,2021_05_10 23_11_52
486660,2021_05_10 23_12_52
486720,2021_05_10 23_13_52
486780,2021_05_10 23_14_52
486840,2021_05_10 23_15_52
486900,2021_05_10 23_16_52
486960,2021_05_10 23_17_52
487020,2021_05_10 23_18_52
487080,2021_05_10 23_19_52
487140,2021_05_10 23_21_21
487200,2021_05_10 23_22_21
487260,2021_05_10 23_23_21
487320,2021_05_10 23_24_21
487380,2021_05_10 23_25_21
487500,2021_05_10 23_27_21
487560,2021_05_10 23_28_21
487620,2021_05_10 23_29_21
487680,2021_05_10 23_30_21
487740,2021_05_10 23_31_21
487860,2021_05_10 23_33_21
488040,2021_05_10 23_36_21
488100,2021_05_10 23_37_21
488160,2021_05_10 23_38_21
488220,2021_05_10 23_39_21
488280,2021_05_10 23_40_21
488340,2021_05_10 23_41_21
488400,2021_05_10 23_42_21
488460,2021_05_10 23_43_21
488520,2021_05_10 23_44_21
488580,2021_05_10 23_45_21
488640,2021_05_10 23_46_21
488700,2021_05_10 23_47_21
488760,2021_05_10 23_48_21
488820,2021_05_10 23_49_21
488880,2021_05_10 23_50_21
488940,2021_05_10 23_51_21
489000,2021_05_10 23_52_21
489060,2021_05_10 23_53_21
489120,2021_05_10 23_54_21
489180,2021_05_10 23_55_21
489300,2021_05_10 23_57_21
489360,2021_05_10 23_58_21
489420,2021_05_10 23_59_21
489480,2021_05_11 00_00_21
489540,2021_05_11 00_01_21
489600,2021_05_11 00_02_21
489660,2021_05_11 00_03_21
489720,2021_05_11 00_04_21
489780,2021_05_11 00_05_21
489840,2021_05_11 00_06_21
489900,2021_05_11 00_07_21
489960,2021_05_11 00_08_21
490020,2021_05_11 00_09_21
490080,2021_05_11 00_10_21
490200,2021_05_11 00_12_21
490260,2021_05_11 00_13_21
490380,2021_05_11 00_15_21
490440,2021_05_11 00_16_21
490500,2021_05_11 00_17_21
490560,2021_05_11 00_18_21
490620,2021_05_11 00_19_21
490680,2021_05_11 00_20_21
490740,2021_05_11 00_21_21
490800,2021_05_11 00_23_19
490860,2021_05_11 00_24_19
490920,2021_05_11 00_25_19
490980,2021_05_11 00_26_19
491040,2021_05_11 00_27_19
491100,2021_05_11 00_28_19
491160,2021_05_11 00_29_19
491220,2021_05_11 00_30_19
491340,2021_05_11 00_32_19
491400,2021_05_11 00_33_19
491520,2021_05_11 00_35_19
491580,2021_05_11 00_36_19
491640,2021_05_11 00_37_19
491700,2021_05_11 00_38_19
491760,2021_05_11 00_39_19
491820,2021_05_11 00_40_19
491940,2021_05_11 00_42_48
492000,2021_05_11 00_43_48
492060,2021_05_11 00_44_48
492120,2021_05_11 00_45_48
492180,2021_05_11 00_46_48
492240,2021_05_11 00_47_48
492300,2021_05_11 00_48_48
492360,2021_05_11 00_49_48
492420,2021_05_11 00_50_48
492480,2021_05_11 00_51_48
492540,2021_05_11 00_52_48
492600,2021_05_11 00_53_48
492660,2021_05_11 00_54_48
492720,2021_05_11 00_55_48
492780,2021_05_11 00_56_48
492840,2021_05_11 00_57_48
492900,2021_05_11 00_58_48
492960,2021_05_11 00_59_48
493020,2021_05_11 01_00_48
493080,2021_05_11 01_01_48
493140,2021_05_11 01_02_48
493200,2021_05_11 01_03_48
493260,2021_05_11 01_04_48
493320,2021_05_11 01_05_48
493380,2021_05_11 01_06_48
493440,2021_05_11 01_07_48
493500,2021_05_11 01_08_48
493560,2021_05_11 01_09_48
493620,2021_05_11 01_10_48
493680,2021_05_11 01_11_48
493740,2021_05_11 01_12_48
493800,2021_05_11 01_13_48
493920,2021_05_11 01_15_48
493980,2021_05_11 01_16_48
494040,2021_05_11 01_17_48
494100,2021_05_11 01_18_48
494160,2021_05_11 01_19_48
494280,2021_05_11 01_22_18
494340,2021_05_11 01_23_47
494460,2021_05_11 01_25_47
494520,2021_05_11 01_27_16
494580,2021_05_11 01_28_16
494640,2021_05_11 01_29_45
494700,2021_05_11 01_30_45
494760,2021_05_11 01_31_45
494820,2021_05_11 01_32_45
494880,2021_05_11 01_33_45
494940,2021_05_11 01_34_45
495000,2021_05_11 01_35_45
495060,2021_05_11 01_36_45
495120,2021_05_11 01_38_14
495180,2021_05_11 01_39_14
495240,2021_05_11 01_40_14
495300,2021_05_11 01_41_14
495360,2021_05_11 01_42_14
495420,2021_05_11 01_43_14
495480,2021_05_11 01_44_14
495540,2021_05_11 01_45_14
495600,2021_05_11 01_46_14
495660,2021_05_11 01_47_14
495720,2021_05_11 01_48_14
495840,2021_05_11 01_50_14
495900,2021_05_11 01_51_14
495960,2021_05_11 01_52_14
496020,2021_05_11 01_53_14
496140,2021_05_11 01_55_14
496200,2021_05_11 01_56_14
496260,2021_05_11 01_57_14
496320,2021_05_11 01_58_14
496380,2021_05_11 01_59_14
496440,2021_05_11 18_30_42
496500,2021_05_12 02_12_11
496620,2021_05_12 02_14_11
496680,2021_05_12 02_15_11
496740,2021_05_12 02_16_11
496800,2021_05_12 02_17_11
496860,2021_05_12 02_18_11
496920,2021_05_12 02_19_11
496980,2021_05_12 02_20_11
497040,2021_05_12 02_21_11
497100,2021_05_12 02_22_11
497160,2021_05_12 02_23_11
497220,2021_05_12 02_24_11
497280,2021_05_12 02_25_11
497340,2021_05_12 02_26_11
497400,2021_05_12 02_27_11
497460,2021_05_12 02_28_11
497520,2021_05_12 02_29_11
497580,2021_05_12 02_30_11
497640,2021_05_12 02_31_11
497700,2021_05_12 02_32_11
497760,2021_05_12 02_33_11
497820,2021_05_12 02_34_11
497880,2021_05_12 02_35_11
497940,2021_05_12 02_36_11
498000,2021_05_12 02_37_11
498060,2021_05_12 02_38_11
498120,2021_05_12 02_39_11
498180,2021_05_12 02_40_11
498240,2021_05_12 02_41_40
498300,2021_05_12 02_42_40
498360,2021_05_12 02_43_40
498420,2021_05_12 02_44_40
498540,2021_05_12 02_47_09
498600,2021_05_12 02_48_09
498660,2021_05_12 02_49_09
498720,2021_05_12 02_50_09
498780,2021_05_12 02_51_38
498840,2021_05_12 02_52_38
498900,2021_05_12 02_53_38
498960,2021_05_12 02_54_38
499020,2021_05_12 02_55_38
499080,2021_05_12 02_56_38
499140,2021_05_12 02_57_38
499200,2021_05_12 02_58_38
499260,2021_05_12 02_59_38
499320,2021_05_12 03_00_38
499380,2021_05_12 03_02_07
499440,2021_05_12 03_03_07
499500,2021_05_12 03_04_07
499560,2021_05_12 03_05_07
499620,2021_05_12 03_06_07
499680,2021_05_12 03_07_07
499740,2021_05_12 03_08_07
499800,2021_05_12 03_09_07
499920,2021_05_12 03_11_07
499980,2021_05_12 03_12_07
500040,2021_05_12 03_13_07
500160,2021_05_12 03_15_11
500280,2021_05_12 03_17_11
500340,2021_05_12 03_18_11
500460,2021_05_12 03_20_11
500520,2021_05_12 03_21_11
500580,2021_05_12 03_22_11
500640,2021_05_12 03_23_11
500700,2021_05_12 03_24_40
500760,2021_05_12 03_25_40
500820,2021_05_12 03_26_40
500940,2021_05_12 03_28_40
501000,2021_05_12 03_29_40
501060,2021_05_12 03_30_40
501120,2021_05_12 03_32_09
501180,2021_05_12 03_33_09
501240,2021_05_12 03_34_09
501300,2021_05_12 03_35_09
501360,2021_05_12 03_36_09
501420,2021_05_12 03_37_09
501480,2021_05_12 03_38_09
501540,2021_05_12 03_39_09
501600,2021_05_12 03_40_09
501660,2021_05_12 03_41_09
501720,2021_05_12 03_42_09
501780,2021_05_12 03_43_09
501840,2021_05_12 03_44_09
501900,2021_05_12 03_45_09
501960,2021_05_12 03_46_09
502020,2021_05_12 03_47_09
502080,2021_05_12 03_48_09
502140,2021_05_12 03_49_38
502200,2021_05_12 03_50_38
502260,2021_05_12 03_51_38
502320,2021_05_12 03_52_38
502380,2021_05_12 03_54_07
502440,2021_05_12 03_55_07
502500,2021_05_12 03_56_07
502560,2021_05_12 03_57_07
502620,2021_05_12 03_58_07
502680,2021_05_12 03_59_07
502740,2021_05_12 04_00_07
502800,2021_05_12 04_01_37
